wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0001317,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-04-05,2023-04-06,4400.5,2.6,599.18,203.65
WO0001301,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-25,2023-07-26,5229.1,2.4,427.03,246.93
WO0001318,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-30,2023-08-31,5364.0,4.9,592.81,284.05
WO0001324,WL-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-08,2023-10-09,5695.2,2.4,825.51,260.12
WO0001302,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-09,2023-10-10,5728.2,5.8,317.96,361.18
WO0001303,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-21,2023-12-22,6209.1,2.6,242.5,322.3
WO0001319,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-04,2024-02-05,6397.9,3.3,154.53,287.41
WO0001314,WL-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-03-30,2024-03-31,6876.9,5.4,495.49,378.24
WO0001304,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-03,2024-04-04,6893.4,2.5,507.51,201.68
WO0001320,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-07-08,2024-07-09,7415.5,3.6,222.26,246.86
WO0001305,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-25,2024-07-26,7635.7,5.1,705.29,115.44
WO0001325,WL-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-10-02,2024-10-03,8058.6,4.2,271.34,209.86
WO0001306,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-12,2024-10-13,8151.1,4.1,370.21,187.65
WO0001307,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-28,2025-01-29,8858.7,2.2,337.36,116.61
WO0001321,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-19,2025-02-20,8903.2,3.2,453.63,307.15
WO0001315,WL-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-03-25,2025-03-26,9240.3,5.8,867.23,167.35
WO0001308,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-02,2025-05-03,9477.1,5.4,457.28,205.96
WO0001322,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-20,2025-07-21,9892.9,5.3,625.29,363.03
WO0001309,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-05,2025-08-06,10099.0,2.1,177.1,170.4
WO0001326,WL-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-27,2025-09-28,10422.0,4.5,729.42,184.91
WO0001310,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-28,2025-10-29,10650.6,2.9,581.15,390.16
WO0001311,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-19,2026-01-20,11199.5,2.6,470.77,160.4
WO0001323,WL-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-11,2026-03-12,11431.6,3.0,477.34,206.7
WO0001316,WL-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-03-20,2026-03-21,11603.7,4.2,371.75,363.93
WO0001312,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-15,2026-04-16,11761.4,2.8,666.8,281.0
WO0001327,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-07,2023-03-08,5584.0,4.5,641.27,283.78
WO0001348,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-04-09,2023-04-10,5717.7,5.0,423.56,388.86
WO0001328,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-26,2023-05-27,6111.8,3.8,718.6,289.17
WO0001344,WL-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-15,2023-07-16,6355.0,5.9,750.11,160.28
WO0001329,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-08,2023-08-09,6601.8,2.7,344.17,253.64
WO0001349,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-09-15,2023-09-16,6772.0,3.6,650.66,287.87
WO0001359,WL-012,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-09-23,2023-09-25,,15.7,1969.98,742.78
WO0001355,WL-012,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-14,2023-10-15,6950.5,4.7,405.99,237.11
WO0001330,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-20,2023-10-21,7086.0,3.0,408.59,345.57
WO0001331,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-04,2024-01-05,7589.5,5.5,814.25,345.86
WO0001350,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-27,2024-02-28,7863.5,5.0,890.67,304.43
WO0001332,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-30,2024-03-31,8154.0,4.7,341.66,179.08
WO0001333,WL-012,ENGINE,CM,ENG-BRG,Main bearing wear,2024-04-18,2024-04-22,8368.4,96.5,30237.48,6383.79
WO0001334,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-13,2024-06-14,8650.8,3.0,765.24,310.01
WO0001345,WL-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-07-09,2024-07-10,8737.2,5.7,662.21,399.27
WO0001351,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-13,2024-08-14,8977.8,4.8,400.31,207.24
WO0001335,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-26,2024-08-27,9142.6,4.0,345.81,399.64
WO0001356,WL-012,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-10-08,2024-10-09,9332.8,5.6,866.87,173.18
WO0001336,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-15,2024-11-16,9681.3,2.5,675.68,180.12
WO0001352,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-29,2025-01-30,10095.7,2.5,863.58,225.07
WO0001337,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-28,2025-03-01,10374.0,2.7,692.41,300.16
WO0001338,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-25,2025-05-26,10945.2,2.9,326.7,124.87
WO0001358,WL-012,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-05-28,2025-05-30,,4.8,2615.37,571.06
WO0001346,WL-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-04,2025-07-05,11119.4,4.9,414.2,263.53
WO0001339,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-07,2025-08-08,11429.2,2.9,369.09,236.33
WO0001353,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-15,2025-08-16,11403.6,5.4,298.21,333.29
WO0001357,WL-012,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-10-03,2025-10-04,11715.0,3.4,320.85,231.29
WO0001340,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-11,2025-11-12,12067.3,4.7,840.18,118.41
WO0001341,WL-012,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2025-12-07,2025-12-09,12344.3,16.0,18774.86,788.29
WO0001354,WL-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-01,2026-02-02,12530.3,2.5,431.96,117.81
WO0001342,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-07,2026-02-08,12647.2,3.7,537.01,177.58
WO0001343,WL-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-30,2026-05-01,13189.8,4.6,385.44,397.03
WO0001347,WL-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-29,2026-06-30,13501.6,4.6,374.22,274.53
WO0001408,WL-013,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-01-19,2023-01-21,,19.2,2384.14,1160.68
WO0001360,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-01-27,2023-01-28,4844.2,2.1,168.41,107.13
WO0001391,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-18,2023-03-19,5174.8,3.0,340.79,128.92
WO0001361,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-20,2023-03-21,5381.6,2.6,250.72,280.71
WO0001362,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-08,2023-05-09,5886.2,2.5,854.14,210.93
WO0001385,WL-013,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-06-27,2023-06-28,6383.9,5.2,275.4,391.38
WO0001363,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-29,2023-06-30,6427.7,4.1,289.43,130.33
WO0001392,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-07-05,2023-07-06,6301.7,2.2,631.53,313.73
WO0001402,WL-013,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-21,2023-07-22,6462.1,5.7,650.37,294.9
WO0001407,WL-013,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-08-10,2023-08-12,,17.8,1354.28,142.79
WO0001364,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-15,2023-08-16,6913.2,2.9,643.75,146.32
WO0001386,WL-013,HYDRAULIC,CM,HYD-WTR,Water contamination,2023-08-17,2023-08-18,7314.8,79.4,16975.79,1372.5
WO0001365,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-09,2023-10-10,7484.2,3.2,500.0,346.93
WO0001393,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-24,2023-10-25,7452.4,4.6,707.16,237.83
WO0001366,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-03,2023-12-04,8052.9,5.7,410.72,298.36
WO0001367,WL-013,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2023-12-22,2023-12-26,8339.6,54.6,19188.33,1439.39
WO0001368,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-21,2024-01-22,8561.1,2.4,432.47,131.26
WO0001394,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-19,2024-02-20,8663.3,2.2,812.21,371.64
WO0001369,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-15,2024-03-16,9120.2,2.2,475.91,160.34
WO0001387,WL-013,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-03-15,2024-03-16,9093.2,2.2,827.27,112.95
WO0001370,WL-013,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2024-04-11,2024-04-23,9527.2,29.2,4840.16,6604.81
WO0001403,WL-013,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-04-16,2024-04-17,9254.6,3.1,713.71,389.08
WO0001371,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-19,2024-05-20,9784.2,5.1,226.18,317.98
WO0001395,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-14,2024-06-15,9865.9,4.3,315.59,231.36
WO0001372,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-28,2024-07-29,10515.1,3.4,878.14,158.32
WO0001373,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-24,2024-09-25,11107.1,2.0,651.93,229.0
WO0001396,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-10-15,2024-10-16,11142.4,4.2,339.83,220.11
WO0001374,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-06,2024-11-07,11554.3,4.9,200.87,304.44
WO0001388,WL-013,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-11-28,2024-11-29,11762.0,3.7,659.86,211.15
WO0001404,WL-013,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-12-29,2024-12-30,11915.0,3.8,863.92,371.74
WO0001375,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-31,2025-01-01,12122.6,5.1,811.23,310.59
WO0001397,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-26,2025-01-27,12200.1,4.1,489.26,121.72
WO0001376,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-06,2025-03-07,12801.2,2.4,847.45,361.98
WO0001377,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-23,2025-04-24,13298.1,2.6,476.08,131.38
WO0001398,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-06-13,2025-06-14,13630.5,2.9,289.37,387.62
WO0001378,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-16,2025-06-17,13852.8,2.4,314.3,252.97
WO0001399,WL-013,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2025-07-17,2025-07-23,14095.9,10.1,39387.1,3641.2
WO0001379,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-04,2025-08-05,14362.7,3.1,404.15,210.99
WO0001389,WL-013,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-08-18,2025-08-19,14480.5,4.3,800.1,145.6
WO0001405,WL-013,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-13,2025-09-14,14584.3,3.4,435.52,159.76
WO0001380,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-26,2025-09-27,14910.2,4.7,777.07,113.77
WO0001400,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-09,2025-11-10,15177.0,3.8,507.56,139.56
WO0001381,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-18,2025-11-19,15453.6,5.8,470.22,205.01
WO0001382,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-08,2026-01-09,15987.6,4.7,777.09,329.5
WO0001383,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-11,2026-03-12,16623.6,2.2,292.0,200.56
WO0001401,WL-013,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-11,2026-03-12,16435.1,5.3,837.35,348.02
WO0001390,WL-013,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-04-22,2026-04-23,17034.9,5.2,810.54,201.05
WO0001384,WL-013,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-02,2026-05-03,17161.8,4.1,321.88,240.11
WO0001406,WL-013,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-06-08,2026-06-09,17353.8,5.9,499.14,151.09
WO0001409,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-03,2023-03-04,5113.7,3.0,689.45,230.73
WO0001434,WL-014,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-04-10,2023-04-22,6018.8,48.5,4602.51,8048.69
WO0001410,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-18,2023-05-19,5601.3,4.7,789.5,299.11
WO0001427,WL-014,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2023-05-19,2023-05-25,5858.8,47.4,21431.97,4748.81
WO0001438,WL-014,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-06-09,2023-06-11,,9.9,479.68,469.58
WO0001426,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-06-17,2023-06-18,5858.8,3.4,500.8,325.6
WO0001411,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-11,2023-09-12,6333.7,2.6,584.04,368.1
WO0001435,WL-014,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-09-29,2023-09-30,6590.6,3.3,401.29,223.25
WO0001423,WL-014,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-10-16,2023-10-17,6590.6,2.4,796.35,175.41
WO0001428,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-11-20,2023-11-21,6855.4,5.9,366.61,218.27
WO0001412,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-28,2023-11-29,6833.5,3.5,857.99,125.11
WO0001413,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-16,2024-03-17,7521.0,5.3,218.09,199.71
WO0001414,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-29,2024-05-30,7991.6,4.9,284.25,220.3
WO0001429,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-26,2024-06-27,8245.7,5.0,323.06,137.29
WO0001440,WL-014,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-07-15,2024-07-17,,18.0,2682.82,1156.59
WO0001415,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-29,2024-08-30,8578.2,2.0,328.54,136.85
WO0001436,WL-014,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-09-23,2024-09-24,8877.5,5.8,377.89,204.6
WO0001424,WL-014,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-10,2024-10-11,8877.5,2.8,304.93,272.4
WO0001430,WL-014,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-10-29,2024-11-10,9133.9,118.5,19543.7,2005.38
WO0001439,WL-014,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-11-06,2024-11-08,,4.8,1516.82,940.44
WO0001416,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-12,2024-11-13,9056.5,5.0,260.56,298.36
WO0001417,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-24,2025-01-25,9519.4,2.4,612.52,365.66
WO0001431,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-26,2025-01-27,9604.7,2.9,634.67,149.42
WO0001418,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-20,2025-04-21,10064.2,2.8,726.2,153.24
WO0001432,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-15,2025-07-16,10683.9,3.3,648.42,345.88
WO0001419,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-12,2025-08-13,10789.3,3.3,310.37,147.1
WO0001437,WL-014,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-18,2025-09-19,11164.5,4.6,300.59,247.25
WO0001425,WL-014,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-10-05,2025-10-06,11164.5,5.7,693.9,196.24
WO0001420,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-03,2025-12-04,11509.5,3.9,330.53,328.8
WO0001433,WL-014,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-26,2026-02-27,12120.3,3.4,717.97,244.24
WO0001421,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-04,2026-03-05,12085.2,4.5,208.57,378.56
WO0001422,WL-014,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-20,2026-05-21,12576.5,2.4,209.14,173.82
WO0001441,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-18,2023-03-19,2215.9,3.3,446.4,355.29
WO0001467,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-20,2023-03-21,2130.2,5.5,153.25,245.69
WO0001479,WL-015,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-05,2023-04-06,2433.1,4.2,409.87,188.93
WO0001442,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-13,2023-05-14,2761.5,3.1,533.85,255.48
WO0001461,WL-015,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-05-26,2023-05-27,2754.7,5.7,278.62,210.62
WO0001468,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-06-29,2023-06-30,3132.3,5.8,194.17,294.52
WO0001443,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-02,2023-07-03,3253.0,4.3,524.81,225.23
WO0001444,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-06,2023-09-07,3907.1,3.8,380.24,321.13
WO0001469,WL-015,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2023-09-20,2023-10-01,4094.6,84.0,33303.17,4177.66
WO0001481,WL-015,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2023-09-24,2023-09-27,5002.4,46.6,22868.54,6757.83
WO0001445,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-07,2023-11-08,4523.2,3.0,528.03,359.21
WO0001470,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-11-30,2023-12-01,4652.1,2.9,451.39,208.69
WO0001480,WL-015,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-12-22,2023-12-23,5002.4,2.4,385.54,392.98
WO0001446,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-17,2024-01-18,5223.0,5.8,575.0,268.64
WO0001462,WL-015,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-02-20,2024-02-21,5418.0,4.3,350.93,360.44
WO0001447,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-07,2024-03-08,5711.2,2.8,558.14,290.92
WO0001471,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-20,2024-04-21,6049.4,3.4,273.18,297.21
WO0001448,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-08,2024-05-09,6319.8,5.9,237.69,248.32
WO0001483,WL-015,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2024-06-05,2024-06-14,7310.5,112.2,9306.05,6016.07
WO0001449,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-20,2024-07-21,7040.7,4.4,638.27,162.29
WO0001482,WL-015,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-08-12,2024-08-13,7310.5,5.5,473.8,317.29
WO0001472,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-30,2024-08-31,7353.7,5.4,813.98,308.97
WO0001450,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-09,2024-09-10,7546.4,5.9,176.37,350.51
WO0001464,WL-015,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2024-09-23,2024-10-04,8081.3,117.6,28635.66,1285.07
WO0001451,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-04,2024-11-05,8101.2,3.3,375.52,260.13
WO0001463,WL-015,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-11-16,2024-11-17,8081.3,4.1,307.61,328.2
WO0001473,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-08,2025-01-09,8648.8,5.7,741.7,387.23
WO0001452,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-23,2025-01-24,8888.5,2.1,731.44,122.82
WO0001453,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-17,2025-03-18,9415.9,2.9,859.51,276.11
WO0001474,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-20,2025-04-21,9650.2,5.5,722.32,143.37
WO0001484,WL-015,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-05-02,2025-05-03,9909.2,2.6,245.15,333.72
WO0001454,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-08,2025-05-09,9928.2,2.9,830.73,238.25
WO0001455,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-24,2025-06-25,10385.8,5.3,678.52,271.1
WO0001488,WL-015,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-07-18,2025-07-20,,10.0,2595.37,657.79
WO0001465,WL-015,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-27,2025-07-28,10578.5,2.7,683.42,178.68
WO0001475,WL-015,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-30,2025-07-31,10649.6,2.5,835.33,249.55
WO0001456,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-31,2025-09-01,11063.7,4.4,643.09,326.32
WO0001485,WL-015,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2025-10-18,2025-10-29,11684.8,59.4,8628.3,3212.1
WO0001457,WL-015,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-06,2025-11-07,11723.6,5.4,513.79,150.87
